Date,Year,Month,Product,Customer,Units_Sold,Revenue,Profit,Month_Name
2023-04-09,2023,4,Phone,Customer_B,37,900.7066461257461,94.58214782569794,April
2023-04-10,2023,4,Laptop,Customer_B,28,1796.0762510462523,211.54474697669733,April
2023-04-11,2023,4,Watch,Customer_B,10,1653.1427673030378,259.4354951848693,April
2023-04-12,2023,4,Laptop,Customer_B,39,749.4529682259644,236.15678677907144,April
2023-04-13,2023,4,Watch,Customer_C,17,592.9045235194558,21.489459351023573,April
2023-04-14,2023,4,Phone,Customer_A,39,821.4155755178072,149.3470147047704,April
2023-04-15,2023,4,Laptop,Customer_D,22,1221.5603907781347,40.429751741270714,April
2023-04-16,2023,4,Headphones,Customer_B,26,609.320917563465,80.19305460013297,April
2023-04-17,2023,4,Tablet,Customer_E,44,1285.8829249133546,296.13215204747246,April
2023-04-18,2023,4,Watch,Customer_B,25,877.8821391633568,51.323707441438835,April
2023-04-19,2023,4,Tablet,Customer_E,17,1148.8896436187624,154.67756450089325,April
2023-04-20,2023,4,Tablet,Customer_C,13,928.6404053571017,189.26516295225454,April
2023-04-21,2023,4,Laptop,Customer_E,20,659.4849431296436,213.71484145779016,April
2023-04-22,2023,4,Tablet,Customer_D,25,1902.0612832280976,172.2981182112051,April
2023-04-23,2023,4,Headphones,Customer_A,4,1550.8510089035456,12.83354575156326,April
2023-04-24,2023,4,Tablet,Customer_E,10,366.21503395625984,104.67377939075764,April
2023-04-25,2023,4,Laptop,Customer_E,3,1750.0891542060344,160.1363765815663,April
2023-04-26,2023,4,Headphones,Customer_A,41,1026.119276674076,35.48128475200167,April
2023-04-27,2023,4,Phone,Customer_D,45,1799.6492310987737,111.68181005066242,April
2023-04-28,2023,4,Tablet,Customer_B,18,1619.724986299899,19.628901549496305,April
2023-04-29,2023,4,Laptop,Customer_E,47,907.9056584915436,32.78776417495602,April
2023-04-30,2023,4,Phone,Customer_A,36,142.69168580822304,125.10775009846286,April
2023-05-01,2023,5,Phone,Customer_C,47,610.4869828313975,48.487568672487505,May
2023-05-02,2023,5,Watch,Customer_A,22,1129.105007855647,174.58684599585186,May
2023-05-03,2023,5,Headphones,Customer_C,34,1303.60861766968,209.94484104980705,May
2023-05-04,2023,5,Tablet,Customer_D,47,589.9866023230843,242.17014274163404,May
2023-05-05,2023,5,Laptop,Customer_B,8,364.77654073836584,68.04357083099492,May
2023-05-06,2023,5,Watch,Customer_A,40,1686.3674499186684,58.56994885513023,May
2023-05-07,2023,5,Headphones,Customer_E,49,1970.364143336749,40.32467369697608,May
2023-05-08,2023,5,Watch,Customer_D,44,1098.811346375103,194.56477236765465,May
2023-05-09,2023,5,Headphones,Customer_A,19,426.19064311177664,214.87796068120133,May
2023-05-10,2023,5,Headphones,Customer_E,42,617.383920386801,19.15998199943619,May
2023-05-11,2023,5,Tablet,Customer_A,41,134.9422854401868,281.50155141067006,May
2023-05-12,2023,5,Headphones,Customer_C,37,1837.1677324649481,25.071672258927,May
2023-05-13,2023,5,Watch,Customer_A,6,323.72705749126817,166.97593723731043,May
2023-05-14,2023,5,Headphones,Customer_A,26,1195.3813034770817,215.62755064076575,May
2023-05-15,2023,5,Tablet,Customer_A,34,620.7049193056914,262.5810458863648,May
2023-05-16,2023,5,Tablet,Customer_D,45,1152.9382047800075,217.08521031840405,May
2023-05-17,2023,5,Watch,Customer_A,6,1337.698737868542,242.50114409023962,May
2023-05-18,2023,5,Phone,Customer_E,37,1676.509427043683,108.44055583741375,May
2023-05-19,2023,5,Phone,Customer_C,33,492.2004163451461,246.29928298648855,May
2023-05-20,2023,5,Headphones,Customer_C,22,120.8920744511129,33.23330545155579,May
2023-05-21,2023,5,Laptop,Customer_A,21,360.08269713073383,269.49683025755303,May
2023-05-22,2023,5,Headphones,Customer_D,6,1810.0354195113996,168.8017890845835,May
2023-05-23,2023,5,Watch,Customer_D,6,1760.391147368779,247.01635328912317,May
2023-05-24,2023,5,Watch,Customer_E,48,1235.0848941235859,141.17230251030705,May
2023-05-25,2023,5,Watch,Customer_A,4,1240.9820348239414,196.63753160699224,May
2023-05-26,2023,5,Watch,Customer_C,30,1363.5696816378854,162.65677167147282,May
2023-05-27,2023,5,Watch,Customer_D,11,433.20542938455424,222.16096130904623,May
2023-05-28,2023,5,Tablet,Customer_A,30,1837.3826972574236,33.67269478887098,May
2023-05-29,2023,5,Phone,Customer_D,31,895.6639972949389,27.5021043572635,May
2023-05-30,2023,5,Watch,Customer_D,24,827.9632036740452,81.65993786294247,May
2023-05-31,2023,5,Laptop,Customer_C,9,1085.9436400373913,56.26795723282462,May
2023-06-01,2023,6,Laptop,Customer_B,3,189.2353368726046,262.8172343117385,June
2023-06-02,2023,6,Laptop,Customer_E,31,415.93840063655085,73.57205633383285,June
2023-06-03,2023,6,Laptop,Customer_E,40,1502.2638712101038,293.0009241875481,June
2023-06-04,2023,6,Tablet,Customer_C,37,257.31746905774025,107.69977961362099,June
2023-06-05,2023,6,Laptop,Customer_D,36,1245.9890079861375,62.81419554972279,June
2023-06-06,2023,6,Watch,Customer_A,24,566.1633083945098,239.01256707131895,June
2023-06-07,2023,6,Headphones,Customer_D,31,839.6616666797554,201.02525489525408,June
2023-06-08,2023,6,Laptop,Customer_C,6,648.5180998643298,154.4767577714103,June
2023-06-09,2023,6,Tablet,Customer_E,2,775.7781612834034,171.05542977191305,June
2023-06-10,2023,6,Tablet,Customer_D,20,1466.1872198500664,218.5685156989565,June
2023-06-11,2023,6,Laptop,Customer_E,28,664.5312596840325,76.25187498607663,June
2023-06-12,2023,6,Headphones,Customer_A,11,1176.1688165641046,298.9368356564552,June
2023-06-13,2023,6,Laptop,Customer_E,4,1004.4957641782894,292.69001702256713,June
2023-06-14,2023,6,Tablet,Customer_E,15,1360.9752141890315,198.5944490406117,June
2023-06-15,2023,6,Phone,Customer_B,6,1879.9765047170401,67.86731076945209,June
2023-06-16,2023,6,Watch,Customer_B,49,1491.8869846994755,207.26619030507447,June
2023-06-17,2023,6,Tablet,Customer_B,30,508.38671932243784,30.937538603960995,June
2023-06-18,2023,6,Laptop,Customer_E,38,159.2479566164409,18.889225639683758,June
2023-06-19,2023,6,Watch,Customer_C,2,598.3016841696676,84.72803766825197,June
2023-06-20,2023,6,Laptop,Customer_E,15,1230.6480683304842,144.16065745440173,June
2023-06-21,2023,6,Laptop,Customer_C,11,197.70904562007564,261.79902656843035,June
2023-06-22,2023,6,Phone,Customer_C,8,1043.095869682349,220.87903023222933,June
2023-06-23,2023,6,Watch,Customer_B,26,1234.0014129420895,225.3848911479945,June
2023-06-24,2023,6,Watch,Customer_D,45,735.0633925522255,133.39306698994187,June
2023-06-25,2023,6,Phone,Customer_A,44,1564.7331871170616,110.32114783861924,June
2023-06-26,2023,6,Tablet,Customer_B,5,302.5366809541664,117.60124126553478,June
2023-06-27,2023,6,Laptop,Customer_B,6,242.76178529803664,296.4183734834568,June
2023-06-28,2023,6,Headphones,Customer_D,26,1483.5586367868464,21.63166550961992,June
2023-06-29,2023,6,Laptop,Customer_A,4,1041.433500791777,261.4391338755101,June
2023-06-30,2023,6,Laptop,Customer_E,19,1407.9645532126985,177.8158684859941,June
2023-07-01,2023,7,Tablet,Customer_E,20,926.1719433471178,137.19847156498122,July
2023-07-02,2023,7,Laptop,Customer_B,33,568.1638631543029,220.32472152038957,July
2023-07-03,2023,7,Phone,Customer_A,20,1656.2944035809794,151.13399301316383,July
2023-07-04,2023,7,Phone,Customer_B,49,1618.8901700410606,263.29273904368154,July
2023-07-05,2023,7,Watch,Customer_C,12,1419.9232946234108,271.203540563265,July
2023-07-06,2023,7,Headphones,Customer_B,47,617.0757607369292,132.29906879330207,July
2023-07-07,2023,7,Laptop,Customer_B,1,1221.4382670512655,90.28006119816496,July
2023-07-08,2023,7,Laptop,Customer_E,26,785.8504041860509,181.78159529207505,July
2023-07-09,2023,7,Tablet,Customer_E,14,274.00593932060485,274.58537022884036,July
2023-07-10,2023,7,Phone,Customer_E,38,1842.8957933782613,71.09203481164332,July
2023-07-11,2023,7,Headphones,Customer_C,37,359.9553987460267,190.66030923341,July
2023-07-12,2023,7,Watch,Customer_E,11,1905.4509722595246,193.15246382683097,July
2023-07-13,2023,7,Phone,Customer_A,36,947.4109686201159,222.60277650043147,July
2023-07-14,2023,7,Watch,Customer_D,13,451.75256479337736,48.15462868690534,July
2023-07-15,2023,7,Tablet,Customer_A,43,1129.6118000188806,217.58923975780567,July
2023-07-16,2023,7,Tablet,Customer_A,3,1758.5970881651758,273.6194309930359,July
2023-07-17,2023,7,Laptop,Customer_E,33,1491.2272841781662,62.108101572370174,July
2023-07-18,2023,7,Headphones,Customer_D,6,1632.4661809367544,78.88756422792451,July
2023-07-19,2023,7,Watch,Customer_D,50,1351.688396750363,291.7045772720755,July
2023-07-20,2023,7,Phone,Customer_D,10,1415.3254725839197,62.48331628575203,July
2023-07-21,2023,7,Tablet,Customer_C,5,1713.4717379741066,257.77167707717797,July
2023-07-22,2023,7,Laptop,Customer_E,23,574.3692168324533,152.7605783699301,July
2023-07-23,2023,7,Laptop,Customer_D,10,1029.9074309219668,81.69701157692134,July
2023-07-24,2023,7,Watch,Customer_C,44,520.2979394572442,262.51747136902827,July
2023-07-25,2023,7,Tablet,Customer_B,2,1976.5692151936294,139.138523950773,July
2023-07-26,2023,7,Headphones,Customer_B,13,1893.712745404565,159.29703263961017,July
2023-07-27,2023,7,Tablet,Customer_C,40,174.9109416001612,114.17767712593205,July
2023-07-28,2023,7,Watch,Customer_C,2,1440.592827779808,181.95574691612896,July
2023-07-29,2023,7,Watch,Customer_E,20,1857.971803089765,57.421923049656606,July
2023-07-30,2023,7,Tablet,Customer_E,1,443.0931557419337,123.4136456290106,July
2023-07-31,2023,7,Watch,Customer_B,37,1179.095938049996,291.1295734772334,July
2023-08-01,2023,8,Tablet,Customer_D,9,1839.4277654172795,84.85869548332698,August
2023-08-02,2023,8,Phone,Customer_B,17,164.4973593130178,200.45363271697474,August
2023-08-03,2023,8,Tablet,Customer_D,9,1425.098507768996,104.30511862516151,August
2023-08-04,2023,8,Tablet,Customer_D,11,664.9631140078465,234.30720644911418,August
2023-08-05,2023,8,Watch,Customer_E,15,1856.3527712154078,47.95336160832145,August
2023-08-06,2023,8,Watch,Customer_A,24,1945.0106658141988,291.24810307277795,August
2023-08-07,2023,8,Laptop,Customer_A,38,1894.1063293155244,141.59896700125537,August
2023-08-08,2023,8,Laptop,Customer_C,35,1001.0070116491812,78.45463437047455,August
2023-08-09,2023,8,Phone,Customer_E,30,1737.8810368796956,31.314056725703672,August
2023-08-10,2023,8,Laptop,Customer_D,31,1704.6438572166337,59.229792475386816,August
2023-08-11,2023,8,Tablet,Customer_A,49,706.2908991621857,160.73444508124513,August
2023-08-12,2023,8,Watch,Customer_D,5,1674.9394008862869,107.73092116507303,August
2023-08-13,2023,8,Laptop,Customer_A,44,170.31450595943596,250.37617610595674,August
2023-08-14,2023,8,Laptop,Customer_A,50,1232.9127691159008,134.95738186192372,August
2023-08-15,2023,8,Phone,Customer_A,14,537.0167908466358,82.12713905041267,August
2023-08-16,2023,8,Phone,Customer_E,11,329.07708297682973,188.97204611516872,August
2023-08-17,2023,8,Tablet,Customer_B,9,246.2110830954974,214.9653928967793,August
2023-08-18,2023,8,Watch,Customer_D,34,1422.9486741684655,58.44215329127546,August
2023-08-19,2023,8,Phone,Customer_E,12,745.7624311593256,58.609572723612125,August
2023-08-20,2023,8,Laptop,Customer_E,35,1477.0568659046467,20.63471381072746,August
2023-08-21,2023,8,Watch,Customer_E,35,224.1770475179905,223.55658436903576,August
2023-08-22,2023,8,Watch,Customer_E,1,699.0516418781597,202.50331301032347,August
2023-08-23,2023,8,Laptop,Customer_E,40,1125.0334555131408,147.64295396744603,August
2023-08-24,2023,8,Phone,Customer_C,22,1602.3740131940308,254.80943020106716,August
2023-08-25,2023,8,Laptop,Customer_D,29,705.6297555709328,243.64434435551541,August
2023-08-26,2023,8,Watch,Customer_E,8,1289.1936152303174,179.75276567505813,August
2023-08-27,2023,8,Headphones,Customer_D,11,1783.3577216487556,261.798671348845,August
2023-08-28,2023,8,Headphones,Customer_C,41,1270.1400575463788,69.69395091066279,August
2023-08-29,2023,8,Tablet,Customer_C,37,542.6230020319042,42.456689625341085,August
2023-08-30,2023,8,Laptop,Customer_D,14,146.36148495742225,88.22738733992699,August
2023-08-31,2023,8,Laptop,Customer_A,30,1753.1878604117667,26.555188265901307,August
2023-09-01,2023,9,Tablet,Customer_B,35,140.41188061573556,164.0391631202993,September
2023-09-02,2023,9,Tablet,Customer_A,21,1761.933178099979,281.6156507655388,September
2023-09-03,2023,9,Tablet,Customer_A,37,1104.9805546517027,21.409626793867798,September
2023-09-04,2023,9,Watch,Customer_A,5,1884.2286271745027,45.41187506290777,September
2023-09-05,2023,9,Laptop,Customer_E,19,1617.6881479699643,141.13771820219623,September
2023-09-06,2023,9,Watch,Customer_C,14,1996.0748100133412,280.8237550830924,September
2023-09-07,2023,9,Tablet,Customer_A,26,766.3524493582493,101.68527044325765,September
2023-09-08,2023,9,Laptop,Customer_C,4,1557.657748969141,157.0980945196338,September
2023-09-09,2023,9,Watch,Customer_D,25,863.6687358575601,22.056129124613708,September
2023-09-10,2023,9,Watch,Customer_B,45,1011.7636785774268,53.01952827900577,September
2023-09-11,2023,9,Tablet,Customer_D,42,1292.2603801149032,296.1227356580656,September
2023-09-12,2023,9,Laptop,Customer_D,25,1759.9865169540437,289.8844219664532,September
2023-09-13,2023,9,Tablet,Customer_E,18,1969.7585914786607,11.432594470978788,September
2023-09-14,2023,9,Laptop,Customer_B,40,1559.7194863425846,286.0254177727393,September
2023-09-15,2023,9,Headphones,Customer_D,8,893.7568861179342,195.3447819664951,September
2023-09-16,2023,9,Phone,Customer_D,39,900.5783043264333,261.6963054108064,September
2023-09-17,2023,9,Phone,Customer_B,40,1501.4063730188939,141.87455813381914,September
2023-09-18,2023,9,Phone,Customer_B,14,553.6765769597744,159.52284828798258,September
2023-09-19,2023,9,Tablet,Customer_D,32,309.9008149496499,151.76550827450686,September
2023-09-20,2023,9,Headphones,Customer_B,38,773.7820995174754,203.39063468837026,September
2023-09-21,2023,9,Laptop,Customer_D,33,645.7540841427553,50.49886387933074,September
2023-09-22,2023,9,Watch,Customer_D,23,662.9854288663812,18.692341063076604,September
2023-09-23,2023,9,Laptop,Customer_E,15,543.8547269948289,99.29968306144536,September
2023-09-24,2023,9,Watch,Customer_A,33,179.97706030908756,214.35742119362754,September
2023-09-25,2023,9,Laptop,Customer_D,25,133.96047599348623,68.53750111565503,September
2023-09-26,2023,9,Headphones,Customer_C,17,1976.67254049846,205.29540566422602,September
2023-09-27,2023,9,Watch,Customer_A,33,912.7689540981385,291.2744933711084,September
2023-09-28,2023,9,Tablet,Customer_A,47,830.2206296033952,37.23120757893133,September
2023-09-29,2023,9,Laptop,Customer_A,2,1391.3298371168328,205.05461428528662,September
2023-09-30,2023,9,Laptop,Customer_E,14,514.6823869436219,138.68756359832562,September
2023-10-01,2023,10,Watch,Customer_D,40,1904.9262495054281,261.7612537694765,October
2023-10-02,2023,10,Tablet,Customer_E,40,1594.0555273895488,61.373438939741916,October
2023-10-03,2023,10,Tablet,Customer_D,39,269.88090439329306,210.8615261455877,October
2023-10-04,2023,10,Headphones,Customer_E,6,893.4034739913639,253.05343399795197,October
2023-10-05,2023,10,Tablet,Customer_E,6,1770.324784368113,283.93812364746674,October
2023-10-06,2023,10,Tablet,Customer_C,3,1894.9908423536795,208.14192820399728,October
2023-10-07,2023,10,Tablet,Customer_E,7,988.0628713747525,154.1806815624439,October
2023-10-08,2023,10,Phone,Customer_B,8,1265.4816395003447,189.17569965835202,October
2023-10-09,2023,10,Headphones,Customer_C,42,417.3644975749429,261.98244549882827,October
2023-10-10,2023,10,Laptop,Customer_E,15,1983.2203896602555,175.4768265252606,October
2023-10-11,2023,10,Watch,Customer_A,47,540.1762326285425,18.81224731208269,October
2023-10-12,2023,10,Laptop,Customer_B,29,1891.1903708567388,279.97512169702355,October
2023-10-13,2023,10,Headphones,Customer_B,33,1334.3286330855,209.96275779915274,October
2023-10-14,2023,10,Watch,Customer_B,30,1254.6999102698323,206.18888187540148,October
2023-10-15,2023,10,Headphones,Customer_C,39,1074.1081709313662,72.54579419533798,October
2023-10-16,2023,10,Tablet,Customer_E,27,538.2726422637415,201.0767863674706,October
2023-10-17,2023,10,Watch,Customer_E,36,435.4032608104657,124.22067763970595,October
2023-10-18,2023,10,Tablet,Customer_A,29,518.9237972333332,198.8575633420327,October
2023-10-19,2023,10,Laptop,Customer_A,38,454.2326980740836,40.91197878931731,October
2023-10-20,2023,10,Laptop,Customer_B,33,1581.2104997768313,200.77513833488044,October
2023-10-21,2023,10,Watch,Customer_A,37,765.2379924167872,299.8299804734933,October
2023-10-22,2023,10,Watch,Customer_C,27,209.9010854704531,23.981491269561246,October
2023-10-23,2023,10,Headphones,Customer_E,33,1941.2949972675415,293.380513424182,October
2023-10-24,2023,10,Headphones,Customer_B,4,1779.1931814305087,128.00330860963248,October
2023-10-25,2023,10,Tablet,Customer_A,22,1862.7293380709045,262.51850059780514,October
2023-10-26,2023,10,Watch,Customer_C,2,1990.3248630282271,236.8917903768993,October
2023-10-27,2023,10,Laptop,Customer_C,10,430.4009735170259,174.43471568613367,October
2023-10-28,2023,10,Headphones,Customer_A,5,852.8598359150517,224.1502706828847,October
2023-10-29,2023,10,Headphones,Customer_E,10,1540.6531038377734,264.7695127773909,October
2023-10-30,2023,10,Laptop,Customer_A,33,1422.4391743022052,127.20069327879956,October
2023-10-31,2023,10,Headphones,Customer_B,38,392.4022220457246,104.83961685333922,October
2023-11-01,2023,11,Tablet,Customer_A,13,1650.0829374821737,203.60208181343955,November
2023-11-02,2023,11,Watch,Customer_C,31,526.4370864896553,244.27532316296498,November
2023-11-03,2023,11,Laptop,Customer_A,47,525.2534681629838,231.06268908521858,November
2023-11-04,2023,11,Watch,Customer_E,36,1120.2514034974856,241.365958169004,November
2023-11-05,2023,11,Headphones,Customer_D,45,1226.585876199236,136.31916129575058,November
2023-11-06,2023,11,Headphones,Customer_A,24,1202.1637948918412,247.17192269075628,November
2023-11-07,2023,11,Laptop,Customer_E,15,273.82499105573424,44.860626057476445,November
2023-11-08,2023,11,Tablet,Customer_E,29,1767.1756389977227,167.90183840864637,November
2023-11-09,2023,11,Phone,Customer_C,8,604.6400809185416,11.670011544455255,November
2023-11-10,2023,11,Laptop,Customer_E,5,346.0783504373279,104.12989067107839,November
2023-11-11,2023,11,Phone,Customer_E,29,1788.6213517510566,116.27384511270539,November
2023-11-12,2023,11,Phone,Customer_E,47,1915.7378466365315,124.89008056668406,November
2023-11-13,2023,11,Tablet,Customer_E,4,1738.042472804356,211.68548994006002,November
2023-11-14,2023,11,Phone,Customer_B,12,1638.0805419772682,122.68184936840026,November
2023-11-15,2023,11,Phone,Customer_B,45,1344.9597632141413,140.1211505605339,November
2023-11-16,2023,11,Tablet,Customer_C,2,1146.6290041573648,78.88779795355497,November
2023-11-17,2023,11,Phone,Customer_A,27,265.2748438316793,118.24301957250863,November
2023-11-18,2023,11,Phone,Customer_E,31,876.0611048343276,75.90819190631393,November
2023-11-19,2023,11,Phone,Customer_A,36,808.1081823233966,31.226817892848654,November
2023-11-20,2023,11,Laptop,Customer_A,36,593.5321891446198,185.0000920805996,November
